marker	SNP	chr	mb	SNP_impact	geneName	cmmb	logcmmb_quantile
s680p234574	s680p234574	15	2.560662	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2513979_2515734-GENE_ScYP8k3864HRSCAF1010ch15_2627705_2630268	2.28690587069795	high
s680p235564	s680p235564	15	2.561612	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2513979_2515734-GENE_ScYP8k3864HRSCAF1010ch15_2627705_2630268	2.28690587069795	high
s680p236001	s680p236001	15	2.562049	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2513979_2515734-GENE_ScYP8k3864HRSCAF1010ch15_2627705_2630268	2.28690587069795	high
s680p268875	s680p268875	15	2.59494	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2513979_2515734-GENE_ScYP8k3864HRSCAF1010ch15_2627705_2630268	2.28690587069795	high
s680p306470	s680p306470	15	2.632656	upstream_gene_variant	b1_b1_g292	2.28690587069795	high
s3142p1279	s3142p1279	15	2.718324	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2692351_2704320-GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131	2.28690587069795	high
s3142p5100	s3142p5100	15	2.722131	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2692351_2704320-GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131	2.28690587069795	high
s3142p23378	s3142p23378	15	2.740603	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2692351_2704320-GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131	2.28690587069795	high
s3142p29741	s3142p29741	15	2.746944	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2692351_2704320-GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131	2.28690587069795	high
s3142p38091	s3142p38091	15	2.760789	upstream_gene_variant	b1_b1_g303	2.28690587069795	high
s3142p69100	s3142p69100	15	2.792114	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131-GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049	2.28690587069795	high
s3142p70197	s3142p70197	15	2.793211	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131-GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049	2.28690587069795	high
s3142p75518	s3142p75518	15	2.797978	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131-GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049	2.28690587069795	high
s3142p46696	s3142p46696	15	2.804124	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131-GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049	2.28690587069795	high
s3142p45689	s3142p45689	15	2.805131	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2762419_2767131-GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049	2.28690587069795	high
s5873p17139	s5873p17139	15	2.837483	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049-GENE_ScYP8k3864HRSCAF1010ch15_2856747_2878771	2.28690587069795	high
s5873p17037	s5873p17037	15	2.837585	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049-GENE_ScYP8k3864HRSCAF1010ch15_2856747_2878771	2.28690587069795	high
s5873p6151	s5873p6151	15	2.848442	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049-GENE_ScYP8k3864HRSCAF1010ch15_2856747_2878771	2.28690587069795	high
s5873p3447	s5873p3447	15	2.851279	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2816373_2817049-GENE_ScYP8k3864HRSCAF1010ch15_2856747_2878771	2.28690587069795	high
s3871p3169	s3871p3169	15	2.897596	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2879037_2881081-GENE_ScYP8k3864HRSCAF1010ch15_2916507_2920704	2.28690587069795	high
s3871p7624	s3871p7624	15	2.902007	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2879037_2881081-GENE_ScYP8k3864HRSCAF1010ch15_2916507_2920704	2.28690587069795	high
s3871p21334	s3871p21334	15	2.915595	upstream_gene_variant	b1_b1_g320	2.28690587069795	high
s3871p24335	s3871p24335	15	2.918619	missense_variant	b1_b1_g320	2.28690587069795	high
s3871p24865	s3871p24865	15	2.919149	intron_variant	b1_b1_g320	2.28690587069795	high
s3871p33035	s3871p33035	15	2.927319	downstream_gene_variant	b2_b2_g16499	2.28690587069795	high
s3871p35256	s3871p35256	15	2.92954	upstream_gene_variant	b1_b1_g322	2.28690587069795	high
s3871p35646	s3871p35646	15	2.92993	upstream_gene_variant	b1_b1_g322	2.28690587069795	high
s3871p39432	s3871p39432	15	2.933716	upstream_gene_variant	b1_b1_g322	2.28690587069795	high
s3871p40361	s3871p40361	15	2.934645	missense_variant	b1_b1_g322	2.28690587069795	high
s3871p44526	s3871p44526	15	2.93881	upstream_gene_variant	b2_b2_g16499	2.28690587069795	high
s2790p89026	s2790p89026	15	2.983834	intron_variant	b1_b1_g328	2.28690587069795	high
s2790p83201	s2790p83201	15	2.989587	downstream_gene_variant	b1_b1_g328	2.28690587069795	high
s2790p68232	s2790p68232	15	3.004758	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2976920_2985176-GENE_ScYP8k3864HRSCAF1010ch15_3087347_3093228	2.28690587069795	high
s2790p67879	s2790p67879	15	3.005111	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_2976920_2985176-GENE_ScYP8k3864HRSCAF1010ch15_3087347_3093228	2.28690587069795	high
s980p163935	s980p163935	15	3.150758	intron_variant	b2_b2_g16504	2.28690587069795	high
s980p129715	s980p129715	15	3.18486	intron_variant	b1_b1_g344	2.28690587069795	high
s980p62653	s980p62653	15	3.257005	upstream_gene_variant	b2_b2_g16515	2.28690587069795	high
s980p12867	s980p12867	15	3.306785	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_3257884_3281614-GENE_ScYP8k3864HRSCAF1010ch15_3340236_3374248	2.28690587069795	high
s980p10334	s980p10334	15	3.309317	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_3257884_3281614-GENE_ScYP8k3864HRSCAF1010ch15_3340236_3374248	2.28690587069795	high
s1389p116482	s1389p116482	15	3.454093	upstream_gene_variant	b1_b1_g366	2.28690587069795	high
s1328p4197	s1328p4197	15	3.732033	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_3635185_3635499-GENE_ScYP8k3864HRSCAF1010ch15_3739736_3767159	0.386998687268541	very low
s1017p121827	s1017p121827	15	4.046288	upstream_gene_variant	b2_b2_g16554	0.386998687268541	very low
s1017p185616	s1017p185616	15	4.110077	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_4066814_4095673-GENE_ScYP8k3864HRSCAF1010ch15_4137431_4141034	0.386998687268541	very low
s281p394619	s281p394619	15	4.299801	intron_variant	b1_b1_g418	0.386998687268541	very low
s133p875957	s133p875957	15	4.698311	upstream_gene_variant	b1_b1_g441	0.585649757308641	very low
s133p772273	s133p772273	15	4.802096	upstream_gene_variant	b1_b1_g445	0.585649757308641	very low
s133p515554	s133p515554	15	5.059487	synonymous_variant	b1_b1_g454	0.585649757308641	very low
s133p444725	s133p444725	15	5.130255	intron_variant	b1_b1_g462	0.585649757308641	very low
s133p304173	s133p304173	15	5.268877	downstream_gene_variant	b1_b1_g473	0.585649757308641	very low
s133p299583	s133p299583	15	5.273486	missense_variant	b1_b1_g473	0.585649757308641	very low
s133p284070	s133p284070	15	5.289001	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_5273120_5282547-GENE_ScYP8k3864HRSCAF1010ch15_5302540_5344406	0.585649757308641	very low
s140p808472	s140p808472	15	5.613198	upstream_gene_variant	b2_b2_g16674	1.58023979581582	high
s140p738137	s140p738137	15	5.683472	missense_variant	b2_b2_g16680	1.58023979581582	high
s140p737071	s140p737071	15	5.684538	intron_variant	b2_b2_g16680	1.58023979581582	high
s140p556607	s140p556607	15	5.865238	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_5806383_5835056-GENE_ScYP8k3864HRSCAF1010ch15_5929872_5931584	1.58023979581582	high
s140p519064	s140p519064	15	5.902714	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_5806383_5835056-GENE_ScYP8k3864HRSCAF1010ch15_5929872_5931584	1.58023979581582	high
s140p475917	s140p475917	15	5.946064	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_5929872_5931584-GENE_ScYP8k3864HRSCAF1010ch15_5998813_6026609	1.58023979581582	high
s140p447462	s140p447462	15	5.974887	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_5929872_5931584-GENE_ScYP8k3864HRSCAF1010ch15_5998813_6026609	1.58023979581582	high
s140p350421	s140p350421	15	6.069912	upstream_gene_variant	b2_b2_g16705	1.58023979581582	high
s140p297546	s140p297546	15	6.122724	missense_variant	b1_b1_g541	1.58023979581582	high
s215p26437	s215p26437	15	6.449509	downstream_gene_variant	b1_b1_g558	1.58023979581582	high
s215p93525	s215p93525	15	6.515924	upstream_gene_variant	b1_b1_g562	3.10443002389119	very high
s215p116775	s215p116775	15	6.539168	upstream_gene_variant	b1_b1_g565	3.10443002389119	very high
s215p119110	s215p119110	15	6.541422	upstream_gene_variant	b1_b1_g565	3.10443002389119	very high
s215p192278	s215p192278	15	6.613104	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_6557647_6558764-GENE_ScYP8k3864HRSCAF1010ch15_6695243_6699862	3.10443002389119	very high
s215p273952	s215p273952	15	6.694892	upstream_gene_variant	b2_b2_g16741	3.10443002389119	very high
s215p363108	s215p363108	15	6.783882	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_6756589_6765818-GENE_ScYP8k3864HRSCAF1010ch15_6789300_6820851	3.10443002389119	very high
s231p81326	s231p81326	15	7.372019	stop_lost&splice_region_variant	b1_b1_g606	3.10443002389119	very high
s231p138414	s231p138414	15	7.429232	upstream_gene_variant	b1_b1_g608	3.10443002389119	very high
s231p300986	s231p300986	15	7.591813	synonymous_variant	b1_b1_g620	4.31615002542924	very high
s231p397889	s231p397889	15	7.688412	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_7658975_7671287-GENE_ScYP8k3864HRSCAF1010ch15_7720210_7722792	4.31615002542924	very high
s231p399631	s231p399631	15	7.690154	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_7658975_7671287-GENE_ScYP8k3864HRSCAF1010ch15_7720210_7722792	4.31615002542924	very high
s231p409533	s231p409533	15	7.700055	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_7658975_7671287-GENE_ScYP8k3864HRSCAF1010ch15_7720210_7722792	4.31615002542924	very high
s231p442252	s231p442252	15	7.73287	intron_variant	b2_b2_g16789	4.31615002542924	very high
s231p450762	s231p450762	15	7.741379	intron_variant	b2_b2_g16789	4.31615002542924	very high
s231p600678	s231p600678	15	7.890267	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_7756728_7756952-GENE_ScYP8k3864HRSCAF1010ch15_8038865_8045145	4.31615002542924	very high
s1312p43414	s1312p43414	15	8.039822	missense_variant	b2_b2_g16798	4.31615002542924	very high
s1312p29476	s1312p29476	15	8.053687	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_8038865_8045871-GENE_ScYP8k3864HRSCAF1010ch15_8102196_8125453	4.31615002542924	very high
s6516p3248	s6516p3248	15	8.101301	upstream_gene_variant	b1_b1_g645	4.31615002542924	very high
s6516p2638	s6516p2638	15	8.101911	upstream_gene_variant	b1_b1_g645	4.31615002542924	very high
s1348p14656	s1348p14656	15	8.121506	intron_variant	b1_b1_g645	4.31615002542924	very high
s1348p14767	s1348p14767	15	8.121617	intron_variant	b1_b1_g645	4.31615002542924	very high
s1348p15404	s1348p15404	15	8.122254	intron_variant	b1_b1_g645	4.31615002542924	very high
s1348p19394	s1348p19394	15	8.126245	downstream_gene_variant	b1_b1_g645	4.31615002542924	very high
s1348p19715	s1348p19715	15	8.126566	downstream_gene_variant	b1_b1_g645	4.31615002542924	very high
s1348p35703	s1348p35703	15	8.140811	intron_variant	b1_b1_g647	4.31615002542924	very high
s1348p38039	s1348p38039	15	8.143147	intron_variant	b1_b1_g647	4.31615002542924	very high
s1348p62632	s1348p62632	15	8.167704	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_8138161_8152091-GENE_ScYP8k3864HRSCAF1010ch15_8267082_8278821	4.31615002542924	very high
s1348p85729	s1348p85729	15	8.191194	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_8138161_8152091-GENE_ScYP8k3864HRSCAF1010ch15_8267082_8278821	4.31615002542924	very high
s1348p132414	s1348p132414	15	8.236787	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_8138161_8152091-GENE_ScYP8k3864HRSCAF1010ch15_8267082_8278821	4.31615002542924	very high
s643p29988	s643p29988	15	8.325227	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_8267082_8278821-GENE_ScYP8k3864HRSCAF1010ch15_8388711_8389229	4.31615002542924	very high
s643p246821	s643p246821	15	8.541669	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_8501197_8515830-GENE_ScYP8k3864HRSCAF1010ch15_8620468_8679141	6.19101834888811	very high
s3491p61942	s3491p61942	15	8.755108	intron_variant	b1_b1_g662	6.19101834888811	very high
s5432p25528	s5432p25528	15	9.007804	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_8978236_8986263-GENE_ScYP8k3864HRSCAF1010ch15_9035426_9082483	6.19101834888811	very high
s4232p36148	s4232p36148	15	9.051663	intron_variant	b1_b1_g685	6.19101834888811	very high
s4232p35653	s4232p35653	15	9.052158	intron_variant	b1_b1_g685	6.19101834888811	very high
s6223p14010	s6223p14010	15	9.099122	intron_variant	b1_b1_g686	6.19101834888811	very high
s884p255380	s884p255380	15	9.121088	synonymous_variant	b1_b1_g688	6.19101834888811	very high
s884p223761	s884p223761	15	9.152705	downstream_gene_variant	b2_b2_g16847	6.19101834888811	very high
s884p169410	s884p169410	15	9.204762	downstream_gene_variant	b2_b2_g16850	6.19101834888811	very high
s884p165204	s884p165204	15	9.209066	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_9200446_9201172-GENE_ScYP8k3864HRSCAF1010ch15_9252540_9259673	6.19101834888811	very high
s884p149376	s884p149376	15	9.224893	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_9200446_9201172-GENE_ScYP8k3864HRSCAF1010ch15_9252540_9259673	6.19101834888811	very high
s884p142223	s884p142223	15	9.232046	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_9200446_9201172-GENE_ScYP8k3864HRSCAF1010ch15_9252540_9259673	6.19101834888811	very high
s884p126257	s884p126257	15	9.248148	downstream_gene_variant	b1_b1_g707	6.19101834888811	very high
s884p85716	s884p85716	15	9.288563	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_9263781_9268096-GENE_ScYP8k3864HRSCAF1010ch15_9322458_9327055	6.19101834888811	very high
s884p45178	s884p45178	15	9.329211	downstream_gene_variant	b1_b1_g716	6.19101834888811	very high
s884p32677	s884p32677	15	9.341651	synonymous_variant	b1_b1_g719	6.19101834888811	very high
s7518p3967	s7518p3967	15	9.389561	intron_variant	b1_b1_g730	6.19101834888811	very high
s5324p30744	s5324p30744	15	9.406505	upstream_gene_variant	b1_b1_g730	6.19101834888811	very high
s4024p14388	s4024p14388	15	9.480872	upstream_gene_variant	b1_b1_g744	6.19101834888811	very high
s4155p44053	s4155p44053	15	9.508194	intron_variant	b2_b2_g16882	11.1265458907961	very high
s4155p3540	s4155p3540	15	9.547042	intron_variant	b1_b1_g757	11.1265458907961	very high
s1066p189522	s1066p189522	15	9.595116	missense_variant	b1_b1_g762	11.1265458907961	very high
s1066p178140	s1066p178140	15	9.606498	downstream_gene_variant	b1_b1_g765	11.1265458907961	very high
s1066p170212	s1066p170212	15	9.614426	synonymous_variant	b1_b1_g765	11.1265458907961	very high
s1066p138389	s1066p138389	15	9.646349	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_9636509_9640330-GENE_ScYP8k3864HRSCAF1010ch15_9661996_9688356	11.1265458907961	very high
s1066p113371	s1066p113371	15	9.671334	intron_variant	b1_b1_g776	11.1265458907961	very high
s1066p99209	s1066p99209	15	9.685496	downstream_gene_variant	b1_b1_g778	11.1265458907961	very high
s1066p89840	s1066p89840	15	9.694914	intron_variant	b1_b1_g778	11.1265458907961	very high
s1066p57008	s1066p57008	15	9.727896	intron_variant	b1_b1_g781	11.1265458907961	very high
s1066p29589	s1066p29589	15	9.754797	intron_variant	b1_b1_g781	11.1265458907961	very high
s1730p147760	s1730p147760	15	9.79089	upstream_gene_variant	b2_b2_g16912	11.1265458907961	very high
s1730p133174	s1730p133174	15	9.805347	upstream_gene_variant	b2_b2_g16918	11.1265458907961	very high
s1730p78589	s1730p78589	15	9.859834	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_9838591_9849173-GENE_ScYP8k3864HRSCAF1010ch15_9872647_9908155	11.1265458907961	very high
s1730p46051	s1730p46051	15	9.8924	missense_variant	b1_b1_g795	11.1265458907961	very high
s1730p30090	s1730p30090	15	9.908487	upstream_gene_variant	b1_b1_g795	11.1265458907961	very high
s1730p13245	s1730p13245	15	9.927492	downstream_gene_variant	b2_b2_g16929	11.1265458907961	very high
s3912p15268	s3912p15268	15	9.959925	intron_variant	b1_b1_g801	11.1265458907961	very high
s3912p15653	s3912p15653	15	9.96031	intron_variant	b1_b1_g801	11.1265458907961	very high
s3912p31943	s3912p31943	15	9.9766	upstream_gene_variant	b1_b1_g802	11.1265458907961	very high
s7089p1981	s7089p1981	15	10.033295	intron_variant	b1_b1_g815	11.1265458907961	very high
s7089p9258	s7089p9258	15	10.040573	upstream_gene_variant	b1_b1_g815	11.1265458907961	very high
s4747p6236	s4747p6236	15	10.056308	upstream_gene_variant	b2_b2_g16954	11.1265458907961	very high
s4747p24098	s4747p24098	15	10.074351	intron_variant	b1_b1_g826	11.1265458907961	very high
s4747p25281	s4747p25281	15	10.075534	intron_variant	b1_b1_g826	11.1265458907961	very high
s4747p26054	s4747p26054	15	10.076307	intron_variant	b1_b1_g826	11.1265458907961	very high
s4747p26627	s4747p26627	15	10.07688	intron_variant	b1_b1_g826	11.1265458907961	very high
s3423p11034	s3423p11034	15	10.105306	downstream_gene_variant	b1_b1_g829	11.1265458907961	very high
s3423p18987	s3423p18987	15	10.113258	downstream_gene_variant	b1_b1_g828	11.1265458907961	very high
s3423p46189	s3423p46189	15	10.140394	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_10109336_10130652-GENE_ScYP8k3864HRSCAF1010ch15_10154600_10169172	11.1265458907961	very high
s31p11581	s31p11581	15	10.231605	downstream_gene_variant	b1_b1_g838	11.1265458907961	very high
s31p16862	s31p16862	15	10.236886	intron_variant	b2_b2_g16974	11.1265458907961	very high
s31p41907	s31p41907	15	10.262205	intron_variant	b1_b1_g843	11.1265458907961	very high
s31p77477	s31p77477	15	10.297721	downstream_gene_variant	b1_b1_g843	11.1265458907961	very high
s31p79986	s31p79986	15	10.30023	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_10260634_10292834-GENE_ScYP8k3864HRSCAF1010ch15_10315379_10330508	11.1265458907961	very high
s31p82269	s31p82269	15	10.302513	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_10260634_10292834-GENE_ScYP8k3864HRSCAF1010ch15_10315379_10330508	11.1265458907961	very high
s31p82414	s31p82414	15	10.302658	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_10260634_10292834-GENE_ScYP8k3864HRSCAF1010ch15_10315379_10330508	11.1265458907961	very high
s31p109120	s31p109120	15	10.329374	upstream_gene_variant	b1_b1_g849	11.1265458907961	very high
s31p112779	s31p112779	15	10.333033	downstream_gene_variant	b1_b1_g848	11.1265458907961	very high
s31p117748	s31p117748	15	10.338002	upstream_gene_variant	b2_b2_g16995	11.1265458907961	very high
s31p163559	s31p163559	15	10.38381	missense_variant	b1_b1_g857	11.1265458907961	very high
s31p181105	s31p181105	15	10.401356	intron_variant	b2_b2_g17007	11.1265458907961	very high
s31p200453	s31p200453	15	10.42058	downstream_gene_variant	b1_b1_g866	11.1265458907961	very high
s31p208785	s31p208785	15	10.428809	downstream_gene_variant	b1_b1_g871	11.1265458907961	very high
s31p216041	s31p216041	15	10.436064	synonymous_variant	b1_b1_g871	11.1265458907961	very high
s31p217512	s31p217512	15	10.437535	intron_variant	b1_b1_g871	11.1265458907961	very high
s31p229819	s31p229819	15	10.449842	stop_gained	b1_b1_g874	11.1265458907961	very high
s31p234038	s31p234038	15	10.454061	upstream_gene_variant	b1_b1_g878	11.1265458907961	very high
s31p241691	s31p241691	15	10.461766	intron_variant	b2_b2_g17017	11.1265458907961	very high
s31p247179	s31p247179	15	10.467254	synonymous_variant	b1_b1_g878	11.1265458907961	very high
s31p251936	s31p251936	15	10.472003	upstream_gene_variant	b1_b1_g879	11.1265458907961	very high
s31p329916	s31p329916	15	10.549973	splice_region_variant&intron_variant	b1_b1_g886	7.30470026619093	very high
s31p416824	s31p416824	15	10.637197	intron_variant	b1_b1_g889	7.30470026619093	very high
s31p426536	s31p426536	15	10.646909	downstream_gene_variant	b1_b1_g889	7.30470026619093	very high
s31p457615	s31p457615	15	10.678194	upstream_gene_variant	b1_b1_g891	7.30470026619093	very high
s31p482569	s31p482569	15	10.703247	downstream_gene_variant	b1_b1_g893	7.30470026619093	very high
s31p482688	s31p482688	15	10.703366	downstream_gene_variant	b1_b1_g893	7.30470026619093	very high
s31p516291	s31p516291	15	10.737059	intron_variant	b1_b1_g896	7.30470026619093	very high
s31p551489	s31p551489	15	10.77223	intron_variant	b2_b2_g17037	7.30470026619093	very high
s31p552635	s31p552635	15	10.773376	intron_variant	b2_b2_g17037	7.30470026619093	very high
s31p631357	s31p631357	15	10.852098	downstream_gene_variant	b2_b2_g17050	7.30470026619093	very high
s31p635201	s31p635201	15	10.855941	intron_variant	b2_b2_g17050	7.30470026619093	very high
s31p640421	s31p640421	15	10.861287	intron_variant	b2_b2_g17050	7.30470026619093	very high
s31p662775	s31p662775	15	10.883924	upstream_gene_variant	b2_b2_g17055	7.30470026619093	very high
s31p693123	s31p693123	15	10.914273	upstream_gene_variant	b1_b1_g922	7.30470026619093	very high
s31p693279	s31p693279	15	10.914429	upstream_gene_variant	b1_b1_g922	7.30470026619093	very high
s31p823686	s31p823686	15	11.044955	upstream_gene_variant	b1_b1_g932	7.30470026619093	very high
s31p878652	s31p878652	15	11.099919	upstream_gene_variant	b1_b1_g934	7.30470026619093	very high
s31p1015639	s31p1015639	15	11.237095	upstream_gene_variant	b1_b1_g942	7.30470026619093	very high
s31p1016379	s31p1016379	15	11.237835	upstream_gene_variant	b1_b1_g944	7.30470026619093	very high
s31p1023599	s31p1023599	15	11.245055	downstream_gene_variant	b1_b1_g944	7.30470026619093	very high
s31p1027612	s31p1027612	15	11.249068	intron_variant	b1_b1_g945	7.30470026619093	very high
s31p1191954	s31p1191954	15	11.413497	intron_variant	b1_b1_g956	7.30470026619093	very high
s31p1192200	s31p1192200	15	11.413743	intron_variant	b1_b1_g956	7.30470026619093	very high
s31p1235967	s31p1235967	15	11.457511	intron_variant	b1_b1_g956	7.30470026619093	very high
s31p1236118	s31p1236118	15	11.457662	intron_variant	b1_b1_g956	7.30470026619093	very high
s31p1238458	s31p1238458	15	11.460002	intron_variant	b1_b1_g956	7.30470026619093	very high
s31p1247774	s31p1247774	15	11.469318	downstream_gene_variant	b1_b1_g956	7.30470026619093	very high
s31p1543356	s31p1543356	15	11.765042	upstream_gene_variant	b1_b1_g980	4.56675245144666	very high
s31p1547546	s31p1547546	15	11.769232	upstream_gene_variant	b2_b2_g17134	4.56675245144666	very high
s31p1548841	s31p1548841	15	11.770527	upstream_gene_variant	b2_b2_g17134	4.56675245144666	very high
s31p1562346	s31p1562346	15	11.784032	intron_variant	b1_b1_g985	4.56675245144666	very high
s31p1562613	s31p1562613	15	11.784299	intron_variant	b1_b1_g985	4.56675245144666	very high
s31p1562772	s31p1562772	15	11.784458	intron_variant	b1_b1_g985	4.56675245144666	very high
s31p1562888	s31p1562888	15	11.784574	intron_variant	b1_b1_g985	4.56675245144666	very high
s31p1589400	s31p1589400	15	11.811168	intron_variant	b1_b1_g985	4.56675245144666	very high
s31p1600067	s31p1600067	15	11.821835	intron_variant	b1_b1_g985	4.56675245144666	very high
s31p1627124	s31p1627124	15	11.848893	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_11776650_11836465-GENE_ScYP8k3864HRSCAF1010ch15_11884451_11898010	4.56675245144666	very high
s31p1656201	s31p1656201	15	11.87797	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_11776650_11836465-GENE_ScYP8k3864HRSCAF1010ch15_11884451_11898010	4.56675245144666	very high
s31p1672711	s31p1672711	15	11.894483	upstream_gene_variant	b1_b1_g987	4.56675245144666	very high
s4288p29347	s4288p29347	15	12.134662	downstream_gene_variant	b1_b1_g1012	4.56675245144666	very high
s5603p10654	s5603p10654	15	12.168156	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12159576_12159938-GENE_ScYP8k3864HRSCAF1010ch15_12258934_12259404	4.56675245144666	very high
s5603p15750	s5603p15750	15	12.173252	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12159576_12159938-GENE_ScYP8k3864HRSCAF1010ch15_12258934_12259404	4.56675245144666	very high
s5603p16155	s5603p16155	15	12.173657	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12159576_12159938-GENE_ScYP8k3864HRSCAF1010ch15_12258934_12259404	4.56675245144666	very high
s587p89952	s587p89952	15	12.277056	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12267933_12270202-GENE_ScYP8k3864HRSCAF1010ch15_12291748_12321417	4.56675245144666	very high
s587p90988	s587p90988	15	12.278092	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12267933_12270202-GENE_ScYP8k3864HRSCAF1010ch15_12291748_12321417	4.56675245144666	very high
s587p117973	s587p117973	15	12.30515	intron_variant	b1_b1_g1023	4.56675245144666	very high
s587p145374	s587p145374	15	12.332646	missense_variant	b1_b1_g1025	4.56675245144666	very high
s587p157419	s587p157419	15	12.344824	intron_variant	b1_b1_g1026	4.56675245144666	very high
s587p166610	s587p166610	15	12.354015	intron_variant	b1_b1_g1026	4.56675245144666	very high
s587p177635	s587p177635	15	12.364989	intron_variant	b1_b1_g1026	4.56675245144666	very high
s587p219943	s587p219943	15	12.407345	upstream_gene_variant	b2_b2_g17183	4.56675245144666	very high
s587p287451	s587p287451	15	12.474958	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12445086_12463077-GENE_ScYP8k3864HRSCAF1010ch15_12492253_12492480	4.56675245144666	very high
s587p330351	s587p330351	15	12.517795	intron_variant	b2_b2_g17188	5.99343508531458	very high
s587p344467	s587p344467	15	12.531958	downstream_gene_variant	b1_b1_g1048	5.99343508531458	very high
s3289p72228	s3289p72228	15	12.539595	upstream_gene_variant	b1_b1_g1048	5.99343508531458	very high
s3289p25847	s3289p25847	15	12.585511	downstream_gene_variant	b1_b1_g1059	5.99343508531458	very high
s3289p13127	s3289p13127	15	12.598171	synonymous_variant	b1_b1_g1059	5.99343508531458	very high
s1629p101807	s1629p101807	15	12.710593	intergenic_region	GENE_ScYP8k3864HRSCAF1010ch15_12693705_12697858-GENE_ScYP8k3864HRSCAF1010ch15_12758159_12759019	5.99343508531458	very high
